name,ratings,reviews,companytype,locations,Highly_Rated_For,Critically_Rated_For
Marpu Foundation,4.9,3.1k,Non-Profit,Hyderabad +61 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Amazon Transportation Services,4.2,3.1k,Logistics,Hyderabad +226 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
Dilip Buildcon,3.9,3.1k,Engineering & Construction,Bhopal +229 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
Titan Company,4.2,3.1k,Retail,Bengaluru +186 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Walmart,3.5,3.1k,Retail,Bengaluru +91 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Mankind Pharma,3.8,3.1k,Pharma,New Delhi +247 other locations,Salary & Benefits,
Jindal Stainless,4.2,3.1k,Iron & Steel,Jajpur +78 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Varroc Group,3.6,3.1k,Auto Components,Pune +62 other locations,"Promotions / Appraisal, Job Security, Company Culture",
S&P Global,4.0,3.1k,Analytics & KPO,Hyderabad +47 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Sagility,3.9,3.1k,BPO,Bengaluru +27 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
MSN Laboratories,3.6,3.1k,Pharma,Hyderabad +105 other locations,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
Societe Generale Global Solution Centre,3.6,3.1k,IT Services & Consulting,Bengaluru +23 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Quest Global,3.5,3k,IT Services & Consulting,Bengaluru +49 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Afcons Infrastructure,4.2,3k,Engineering & Construction,Mumbai +122 other locations,"Job Security, Skill Development / Learning, Company Culture",
Torrent Pharmaceuticals,4.0,3k,Pharma,Ahmedabad +131 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Future Group,4.3,3k,Retail,Mumbai +207 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Ola Electric Mobility,3.3,3k,Automobile,Bengaluru +432 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture"
IDFC FIRST Bharat,4.2,3k,Financial Services,Chennai +433 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
ESAF Small Finance Bank,3.6,3k,Banking,Thrissur +451 other locations,"Promotions / Appraisal, Work Satisfaction, Company Culture",
Square Yards,3.6,3k,Internet,Gurugram +51 other locations,"Job Security, Work Life Balance, Work Satisfaction",
HDFC Sales,3.9,3k,Financial Services,Mumbai +346 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
CMS IT Services,3.1,3k,IT Services & Consulting,Mumbai +153 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Zensar Technologies,3.7,3k,IT Services & Consulting,Pune +29 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
I Process Services,3.8,3k,Recruitment,Mumbai +406 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
DS Group,4.1,2.9k,FMCG,Noida +285 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Suzlon Group,4.0,2.9k,Power,Pune +142 other locations,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
ACC,3.9,2.9k,Building Material,Mumbai +274 other locations,"Promotions / Appraisal, Job Security",
Tata Elxsi,3.4,2.9k,IT Services & Consulting,Bengaluru +30 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Eternal Limited,3.6,2.9k,Internet,Gurugram +220 other locations,"Job Security, Promotions / Appraisal, Work Life Balance",
Bharat Financial Inclusion,3.7,2.9k,Financial Services,Hyderabad +501 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction"
Fujitsu,3.8,2.9k,IT Services & Consulting,Pune +41 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
VVDN Technologies,3.6,2.9k,IT Services & Consulting,Gurugram +49 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Indus Towers,3.6,2.9k,Telecom,Gurugram +243 other locations,"Promotions / Appraisal, Job Security, Work Life Balance",
Shoppers Stop,4.0,2.9k,Retail,Mumbai +84 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Nokia,4.0,2.9k,Telecom,Bengaluru +167 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Apollo Tyres,4.0,2.9k,Auto Components,Chennai +179 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Yazaki,3.9,2.9k,Auto Components,Pune +94 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
IKS Health,3.6,2.9k,Healthcare,Mumbai +31 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Shree Cement,3.8,2.8k,Building Material,Beawar +257 other locations,"Promotions / Appraisal, Job Security",
Fiserv,2.8,2.8k,FinTech,Pune +33 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Tata Electronics,3.9,2.8k,Semiconductors,Hosur +53 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Zepto,3.5,2.8k,Internet,Bengaluru +105 other locations,"Job Security, Company Culture, Work Life Balance",
Britannia,4.0,2.8k,FMCG,Pune +306 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
UnitedHealth,4.0,2.8k,Healthcare,Hyderabad +18 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Landmark Group,3.8,2.8k,Retail,Bengaluru +175 other locations,Job Security,Promotions / Appraisal
SRF,4.1,2.8k,Chemicals,Bharuch +68 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Dalmia Bharat Cement,3.9,2.8k,Building Material,Guwahati +254 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Kansai Nerolac Paints,3.8,2.7k,Chemicals,Mumbai +255 other locations,Promotions / Appraisal,
Blue Dart Express Ltd,4.0,2.7k,Logistics,Mumbai +279 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Nestlé,3.8,2.7k,FMCG,Gurugram +281 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance"
Exide Industries,3.4,2.7k,Auto Components,Kolkata +200 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Shell,3.9,2.7k,Oil & Gas,Bengaluru +92 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
ZS,3.1,2.7k,Management Consulting,Pune +17 other locations,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",
KPMG Global Services,3.5,2.7k,Management Consulting,Bengaluru +38 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
Flex,3.9,2.7k,Electronics Manufacturing,Chennai +46 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Whitehat jr,3.3,2.7k,EdTech,Mumbai +48 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Micro Labs,3.6,2.7k,Pharma,Bengaluru +152 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Star Health & Allied Insurance,3.5,2.7k,Insurance,Chennai +333 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
TVS Supply Chain Solutions,3.8,2.7k,Logistics,Chennai +154 other locations,"Promotions / Appraisal, Salary & Benefits",
ElasticRun,3.6,2.7k,Logistics,Pune +387 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
Capita,3.5,2.7k,BPO,Pune +31 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Exl India,3.5,2.6k,Logistics,New Delhi +45 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
KFintech,3.4,2.6k,Financial Services,Hyderabad +114 other locations,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
G4S,4.0,2.6k,Law Enforcement & Security,Gurugram +165 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
Voltas,4.0,2.6k,Consumer Electronics & Appliances,Mumbai +207 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Blue Star,4.1,2.6k,Consumer Electronics & Appliances,Mumbai +148 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Sonalika Tractors,3.6,2.6k,Automobile,Hoshiarpur +195 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
Ajanta Pharma,3.9,2.6k,Pharma,Mumbai +118 other locations,Job Security,Promotions / Appraisal
